Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
56159536,The Drunkard: A Novel by Liu Yichang (Hong Kong Literature),Yichang Liu,"Liu, Yichang","Nick Hordern, Charlotte Chun-lam Yiu","=""""","=""""",0,0.0,,Kindle Edition,,2020,,,2021/02/03,to-read,to-read (#760),to-read,,,,0,,,0,,,,,
4347843,Desert Plants: Conversations With 23 American Musicians,Walter Zimmermann,"Zimmermann, Walter",,"=""0889850097""","=""9780889850095""",5,4.67,,,,,,2021/02/02,2021/02/02,,,read,"This collection of interviews rambles a bit, where a more conventional book might put context and prefer concise sketches of these composers in question - but, in my opinion, this collection works because it allows these composers and free-thinkers to elaborate, on their own terms, the conditions and qualifications of their work in such a way that defy easy categorization. Even the ridiculous money-scrounging episode of La Monte Young's was contributed with permission - as is the wealth of excerpted scores and letters reprinted here. This is a true wealth and document of its times, and any aspiring artist/composer/figure fascinated by the avant-garde collective in America (and Toronto!) will find this essential reading.",,,1,,,0,,,,,
741235,Mein Kampf,Adolf Hitler,"Hitler, Adolf","Ralph Manheim, Abraham Foxman","=""0395925037""","=""9780395925034""",0,3.18,Mariner Books,Paperback,694,1999,1925,,2021/01/08,currently-reading,currently-reading (#1),currently-reading,,,,1,,,0,,,,,
460006,Paradiso,José Lezama Lima,"Lima, José Lezama",Gregory Rabassa,"=""156478228X""","=""9781564782281""",0,4.12,Dalkey Archive Press,Paperback,466,2000,1966,,2021/01/19,to-read,to-read (#759),to-read,,,,0,,,0,,,,,
5174,Fall on Your Knees,Ann-Marie MacDonald,"MacDonald, Ann-Marie",,"=""0743466527""","=""9780743466523""",0,3.96,Pocket Books,Mass Market Paperback,672,2002,1996,,2021/01/19,to-read,to-read (#758),to-read,,,,0,,,0,,,,,
22807879,Musclebound Mario,Kevin L Donihe,"Donihe, Kevin L",,"=""1621051544""","=""9781621051541""",0,3.65,Eraserhead Press,Paperback,150,2014,2014,,2021/01/11,to-read,to-read (#757),to-read,,,,0,,,0,,,,,
43881726,"Boomerangs, aerodynamics and motion",Felix Hess,"Hess, Felix",,"=""""","=""""",0,0.0,,Paperback,555,,,,2021/01/10,to-read,to-read (#756),to-read,,,,0,,,0,,,,,
1082582,Blue,Benjamin Zucker,"Zucker, Benjamin",,"=""1585670006""","=""9781585670000""",0,4.10,Harry N. Abrams,Hardcover,224,2000,2000,,2021/01/09,to-read,to-read (#755),to-read,,,,0,,,0,,,,,
28495,Sculpting in Time,Andrei Tarkovsky,"Tarkovsky, Andrei",Kitty Hunter-Blair,"=""0292776241""","=""9780292776241""",4,4.52,University of Texas Press,Paperback,254,1989,1984,2021/01/07,2020/12/22,,,read,"This is a wonderful distillation of impulse-methodology that Tarkovsky has gifted us, and one replete with anecdotes on his own creative choices; his primer, because it is so wide-encompassing, can stretch further beyond the craft of filmmaking, but is first and foremost dedicated thoroughly to its construction as a summation of the being. <br/><br/>I also hate how this edition has been formatted, unfortunately - it's hard to distinguish without reading original copies, but the insertion of Arseny Tarkovsky's poems in tandem with Andrey's observations, in the presentation here, interrupt the latter by their inclusion in the middle of a sentence, rather than act as complementary to the artistry provided (as I suspect was intended). <br/><br/>What ensues is a cacophony of text and image that serve to distract and impede the observations Andrey held to their absolute zenith.",,,1,,,0,,,,,
341930,The Cipher,Kathe Koja,"Koja, Kathe",,"=""0440207827""","=""9780440207825""",0,3.55,Dell,Paperback,356,1991,1991,,2020/12/31,to-read,to-read (#754),to-read,,,,0,,,0,,,,,
765172,Cane,Jean Toomer,"Toomer, Jean",,"=""0871401517""","=""9780871401519""",0,3.87,Liveright,Paperback,144,1993,1923,,2020/12/17,to-read,to-read (#753),to-read,,,,0,,,0,,,,,
269589,The Cantos,Ezra Pound,"Pound, Ezra",,"=""0811213269""","=""9780811213264""",0,3.93,New Directions,Paperback,824,1996,1970,,2020/12/17,to-read,to-read (#752),to-read,,,,0,,,0,,,,,
51506,Wittgenstein's Mistress,David Markson,"Markson, David","Steven Moore, David Foster Wallace","=""1564782115""","=""9781564782113""",0,3.97,Dalkey Archive Press,Paperback,279,1988,1988,,2020/12/17,to-read,to-read (#751),to-read,,,,0,,,0,,,,,
46180,Julio Cortázar: Rayuela (Critical Guides to Spanish Texts),Robert Brody,"Brody, Robert",,"=""0729300145""","=""9780729300148""",0,4.40,Foyles,Paperback,85,1976,1976,,2020/12/17,to-read,to-read (#750),to-read,,,,0,,,0,,,,,
54710525,Translation is a Mode=Translation is an Anti-neocolonial Mode,Don Mee Choi,"Choi, Don Mee",,"=""193702797X""","=""9781937027971""",0,4.82,,Paperback,,2020,2020,,2020/12/17,to-read,to-read (#749),to-read,,,,0,,,0,,,,,
52536327,Selected Poems,Denise Riley,"Riley, Denise",,"=""1529017122""","=""9781529017120""",4,3.86,Picador,paperback,160,2019,2000,2020/11/13,2020/11/07,,,read,"Good overview, but not a fan of the organization of poems. Say Something Back is also a bit of an outlier here without Time Regained, Without Its Flow.",,,1,,,0,,,,,
23258402,Poems: Book One of Our Trakl,Georg Trakl,"Trakl, Georg",,"=""0857422464""","=""9780857422460""",4,4.48,Seagull Books,Hardcover,120,2015,2015,,2020/12/13,,,read,"Sing a song of spiders wrinkled<br/>with lepers yelp blue bruised skin hues<br/>and a touch of fruit stained partly sunny<br/>now o! - a chance of God's absence<br/><br/>the rot had not yet set in, the hope still faint.<br/>He gives and gives now to his successors,<br/>and his mud stained voice remains.",,,1,,,0,,,,,
30268629,"The Limits of Fabrication: Materials Science, Materialist Poetics",Nathan Brown,"Brown, Nathan",,"=""0823272990""","=""9780823272990""",4,3.67,American Literatures Initiative,Hardcover,312,2017,,2020/12/13,2019/04/13,,,read,"A genuinely exemplary examination of objectivism vs objectism, with an exploration of Christian Bök and Caroline Bergvall, to deconstruction of poetics through scientific language in Shanxing Wang's ""Mad Science in Imperial City."" My reading made it hard to understand the language and logic in the first two sections of this book, but overall it was extremely investing.",,,1,,,0,,,,,
25776683,Poems: New and Selected,Ron Rash,"Rash, Ron",,"=""0062435531""","=""9780062435538""",0,4.25,Ecco,ebook,192,2016,2016,,2020/12/12,to-read,to-read (#748),to-read,,,,0,,,0,,,,,
18617694,Darktown Follies: Poems,Amaud Jamaul Johnson,"Johnson, Amaud Jamaul",,"=""1936797399""","=""9781936797394""",0,4.03,Tupelo Press,Paperback,70,2013,2013,,2020/12/12,to-read,to-read (#747),to-read,,,,0,,,0,,,,,
28190854,"The Necropastoral: Poetry, Media, Occults (Poets On Poetry)",Joyelle McSweeney,"McSweeney, Joyelle",,"=""""","=""""",0,4.40,University of Michigan Press,Kindle Edition,199,2014,2014,,2020/12/06,to-read,to-read (#746),to-read,,,,0,,,0,,,,,
51819851,DMZ Colony,Don Mee Choi,"Choi, Don Mee",,"=""1940696968""","=""9781940696966""",0,4.42,Wave Books,Hardcover,128,2020,2020,,2020/12/06,to-read,to-read (#745),to-read,,,,0,,,0,,,,,
34008649,Amygdalatropolis,B.R. Yeager,"Yeager, B.R.",Edia Connole,"=""1537789112""","=""9781537789118""",0,4.32,Schism Press,Paperback,200,2017,2017,,2020/12/06,to-read,to-read (#744),to-read,,,,0,,,0,,,,,
608736,Deep Listening: A Composer's Sound Practice,Pauline Oliveros,"Oliveros, Pauline",,"=""0595343651""","=""9780595343652""",0,3.98,iUniverse,Paperback,128,2005,2005,,2020/12/03,to-read,to-read (#743),to-read,,,,0,,,0,,,,,
158312,The Mysticism of Sound and Music,Hazrat Inayat Khan,"Khan, Hazrat Inayat",,"=""1570622310""","=""9781570622311""",0,4.43,Shambhala,Paperback,322,1996,1911,,2020/12/03,to-read,to-read (#742),to-read,,,,0,,,0,,,,,
34868744,The Game of Saturn,Peter Mark Adams,"Adams, Peter Mark",,"=""""","=""""",0,4.56,Scarlet Imprint ,Hardcover,320,2017,,,2020/11/28,to-read,to-read (#741),to-read,,,,0,,,0,,,,,
48837414,Old Food,Ed Atkins,"Atkins, Ed",,"=""""","=""9781910695937""",0,3.37,Fitzcarraldo Editions ,Paperback,120,2019,2019,,2020/11/28,to-read,to-read (#740),to-read,,,,0,,,0,,,,,
55841308,New Ecological Realisms: Post-Apocalyptic Fiction and Contemporary Theory,Monika Kaup,"Kaup, Monika",,"=""1474483097""","=""9781474483094""",0,0.0,Edinburgh University Press,Hardcover,352,2021,,,2020/11/28,to-read,to-read (#739),to-read,,,,0,,,0,,,,,
42444408,Digital Tarkovsky,Metahaven,"Metahaven, Metahaven",,"=""""","=""""",0,3.96,Strelka Press,Kindle Edition,,2018,,,2020/11/28,to-read,to-read (#738),to-read,,,,0,,,0,,,,,
53280594,Paths to Prison: On the Architecture of Carcerality,Isabelle Kirkham-Lewitt,"Kirkham-Lewitt, Isabelle",,"=""1941332668""","=""9781941332665""",0,5.00,Columbia Books on Architecture and the City,Paperback,416,2020,,,2020/11/28,to-read,to-read (#737),to-read,,,,0,,,0,,,,,
40679930,Tentacle,Rita Indiana,"Indiana, Rita",Achy Obejas,"=""""","=""""",0,3.61,And Other Stories,Kindle Edition,160,2018,2015,,2020/11/28,to-read,to-read (#736),to-read,,,,0,,,0,,,,,
2363254,Rave,Rainald Goetz,"Goetz, Rainald",,"=""3518397370""","=""9783518397374""",0,3.51,Suhrkamp Verlag,Paperback,272,2001,1998,,2020/11/28,to-read,to-read (#735),to-read,,,,0,,,0,,,,,
43215079,Preservation and the New Data Landscape,Erica Avrami,"Avrami, Erica",,"=""194133248X""","=""9781941332481""",0,0.0,Columbia Books on Architecture and the City,Paperback,296,2019,,,2020/11/28,to-read,to-read (#734),to-read,,,,0,,,0,,,,,
23209856,The Epic Struggle of the Internet of Things,Bruce Sterling,"Sterling, Bruce",,"=""5906264302""","=""9785906264305""",0,3.83,Strelka Press,ebook,30,2014,2014,,2020/11/28,to-read,to-read (#733),to-read,,,,0,,,0,,,,,
218571,Islands in the Net,Bruce Sterling,"Sterling, Bruce",,"=""0441374239""","=""9780441374236""",0,3.66,Ace,Paperback,396,1989,1988,,2020/11/28,to-read,to-read (#732),to-read,,,,0,,,0,,,,,
49336396,The Terraforming,Benjamin H. Bratton,"Bratton, Benjamin H.",,"=""""","=""""",0,4.21,Strelka Press,Kindle Edition,110,2019,,,2020/11/28,to-read,to-read (#731),to-read,,,,0,,,0,,,,,
53281616,The Drunkard,Liu Yichang,"Yichang, Liu","John Minford, Nick Hordern, Charlotte Yiu","=""9882371868""","=""9789882371866""",0,5.00,Chinese University of Hong Kong Press,Hardcover,300,2021,,,2020/11/28,to-read,to-read (#730),to-read,,,,0,,,0,,,,,
74406,"Fifth Business (The Deptford Trilogy, #1)",Robertson Davies,"Davies, Robertson",,"=""0141181362""","=""9780141181363""",0,4.06,Penguin,Paperback,252,2002,1970,,2020/11/07,to-read,to-read (#729),to-read,,,,0,,,0,,,,,
17158246,"The Novel: An Alternative History, 1600-1800",Steven Moore,"Moore, Steven",,"=""144118869X""","=""9781441188694""",0,4.17,Continuum Publishing Corporation,Hardcover,1024,2013,2013,,2020/11/07,to-read,to-read (#728),to-read,,,,0,,,0,,,,,
31945192,The Invented Part (Trilogía las partes #1),Rodrigo Fresán,"Fresán, Rodrigo",Will Vanderhyden,"=""1940953561""","=""9781940953564""",0,3.97,Open Letter,Paperback,552,2017,2014,,2020/11/07,to-read,to-read (#727),to-read,,,,0,,,0,,,,,
21563520,Fragments of Lichtenberg,Pierre Senges,"Senges, Pierre",Gregory Flanders,"=""1628970464""","=""9781628970463""",0,4.44,Dalkey Archive Press,Paperback,449,2017,2008,,2020/11/07,to-read,to-read (#726),to-read,,,,0,,,0,,,,,
55856774,Testimony of Time,Helen Nivens,"Nivens, Helen",,"=""""","=""""",3,3.00,The Wings Press,Hardcover,93,1947,,,2020/11/07,,,read,"Serviceable writing, in thrall to religious fervor. It's hard to personally read this kind of ecumenical dialogue in a divided global community, but its form and function are replete enough for a reader to project their own salvation to it. ",,,1,,,0,,,,,
369228,The Thirty-Six Immortal Women Poets,Eishi Hosoda,"Hosoda, Eishi","Andrew Pekarik, Chobunsai Eishi","=""0807612561""","=""9780807612569""",0,4.13,George Braziller Inc.,Hardcover,192,1991,1991,,2020/10/24,to-read,to-read (#725),to-read,,,,0,,,0,,,,,
34509351,Minerva the Miscarriage of the Brain,Johanna Hedva,"Hedva, Johanna",,"=""""","=""""",0,4.69,Sming Sming Books and Wolfman Books,Paperback,,2020,2020,,2020/10/18,to-read,to-read (#724),to-read,,,,0,,,0,,,,,
39204002,The Art of Being: Poetics of the Novel and Existentialist Philosophy,Yi-Ping Ong,"Ong, Yi-Ping",,"=""0674983653""","=""9780674983656""",3,4.25,Harvard University Press,Hardcover,304,2018,,2020/10/10,2020/10/02,,,read,"An extremely frustrating and elephantine summation of a large corpus of works, all situated within a Western canon - moreso incredible that Yi-Ping Ong can summate these works, but entirely more frustrating that her argumentative voice is stifled, muzzled, and ultimately submerged by the many quotations and narratives that she invokes in her stead. This book also feels like a precursor to a very engaging sort of undergraduate class, one that - with more time to digest the books in full - would amplify her argument on the poetics of the novel, but here becomes entirely secondary and merely epistolary when taken on its own.",,,1,,,0,,,,,
51849635,Death in Her Hands,Ottessa Moshfegh,"Moshfegh, Ottessa",,"=""""","=""""",0,3.22,Penguin Press,Kindle Edition,272,2020,2020,,2020/10/10,to-read,to-read (#723),to-read,,,,0,,,0,,,,,
45019542,Coventry,Rachel Cusk,"Cusk, Rachel",,"=""""","=""""",0,3.74,HarperCollins Publishers,Kindle Edition,352,2019,2019,,2020/10/10,to-read,to-read (#722),to-read,,,,0,,,0,,,,,
25865473,The Manifold Destiny of Eddie Vegas,Rick Harsch,"Harsch, Rick",,"=""""","=""""",0,4.74,River Boat Books,Paperback,718,2019,,,2020/10/10,to-read,to-read (#721),to-read,,,,0,,,0,,,,,
581673,"The Sea-Rabbit; Or, the Artist of Life",Wendy Walker,"Walker, Wendy",,"=""1557130019""","=""9781557130013""",0,4.57,Sun & Moon Press,Paperback,272,1987,1987,,2020/10/10,to-read,to-read (#720),to-read,,,,0,,,0,,,,,
4069,Man's Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.","Harold S. Kushner, William J. Winslade, Isle Lasch","=""080701429X""","=""9780807014295""",0,4.35,Beacon Press,Paperback,165,2006,1946,,2020/10/06,to-read,to-read (#719),to-read,,,,0,,,0,,,,,
29445758,I'm Thinking of Ending Things,Iain Reid,"Reid, Iain",,"=""1501126946""","=""9781501126949""",3,3.58,Gallery/Scout Press,Paperback,210,2017,2016,2020/10/02,2020/10/02,,,read,"A delirious tale of well-written tension, which unfortunately is squandered a little by some of the choices made in pacing. It's evident what aspects clearly fascinated Kaufman enough to adapt this into Netflix, and what elements were expounded (or cast aside) in doing so. It is its own worthy tale, cinematic in scope and yet professedly literature-based.",,,1,,,0,,,,,
25865314,Rotten Perfect Mouth,Eva H.D.,"H.D., Eva",,"=""1771260815""","=""9781771260817""",5,4.17,Mansfield Press,Paperback,72,2015,2015,,2020/09/04,,,read,"The rare and perfect sensation of coming across chiseled granite, each splinter necessary and wise. The tools: age, and song. And eventually an overarching reminiscence that passes over, and onward, without lingering in the forming shadows.",,,1,,,0,,,,,
2596750,Evening Edged in Gold,Arno Schmidt,"Schmidt, Arno",,"=""0151293767""","=""9780151293766""",0,4.75,Houghton Mifflin Harcourt P,Hardcover,215,1980,1975,,2020/09/27,to-read,to-read (#718),to-read,,,,0,,,0,,,,,
17292851,Speculative Medievalisms: Discography,Anna Klosowska,"Klosowska, Anna","Eileen A. Joy, Nicola Masciandaro, Michael O'Rourke","=""0615749534""","=""9780615749532""",0,3.00,Punctum Books,Paperback,316,2013,2013,,2020/09/20,to-read,to-read (#717),to-read,,,,0,,,0,,,,,
17987841,By Reason or by Force: The Chilean Neoliberal Model and Its Implications for Education and Culture,Valentina Montero,"Montero, Valentina",,"=""0988937506""","=""9780988937505""",0,0.0,Errant Bodies,Paperback,102,2013,2013,,2020/09/20,to-read,to-read (#716),to-read,,,,0,,,0,,,,,
48596648,How Everything Can Collapse: A Manual for Our Times,Pablo Servigne,"Servigne, Pablo","Raphaël Stevens, Andrew Brown","=""1509541403""","=""9781509541409""",0,4.22,Polity Press,ebook,250,2020,2015,,2020/09/20,to-read,to-read (#715),to-read,,,,0,,,0,,,,,
25890000,Why the World Does Not Exist,Markus Gabriel,"Gabriel, Markus",,"=""""","=""""",0,3.47,Polity,Kindle Edition,241,2015,2013,,2020/09/20,to-read,to-read (#714),to-read,,,,0,,,0,,,,,
23828393,"Symbolic Misery, Volume 1: The Hyperindustrial Epoch",Bernard Stiegler,"Stiegler, Bernard",,"=""""","=""""",0,3.86,Polity,Hardcover,128,2014,2014,,2020/09/20,to-read,to-read (#713),to-read,,,,0,,,0,,,,,
8673304,For a New Critique of Political Economy,Bernard Stiegler,"Stiegler, Bernard",,"=""0745648045""","=""9780745648040""",0,3.84,Polity Press,Paperback,154,2010,2009,,2020/09/20,to-read,to-read (#712),to-read,,,,0,,,0,,,,,
42608959,A LIGHT NO MORE or THE POETICS,Robert Kloss,"Kloss, Robert",,"=""""","=""""",3,4.80,the author,Paperback,272,2018,2018,,2020/09/01,,,read,"A demonstrably nerve-tingling work where image and body create a lurid reading sensation like few other. It loses some of its effect on an e-reader, perhaps, or needed a bit more time to digest.",,,1,,,0,,,,,
35403039,The End of Policing,Alex S. Vitale,"Vitale, Alex S.",,"=""""","=""""",4,4.22,Verso,Kindle Edition,272,2017,2017,2020/09/15,2020/09/01,,,read,"The rare book that outlines, lineates, and then proposes solutions for each of the issues that it recounts. More tragic, then, that the intertwining of racist dogma and fascist policing have become even more explicit in a current-Trump (and likely post-Trump) era, as some of the dialogue presented here now reads as naive.",,,1,,,0,,,,,
26363850,Brahms and Bruckner as Artistic Antipodes: Studies in Musical Semantics,Constantin Floros,"Floros, Constantin",,"=""3653053900""","=""9783653053906""",0,4.00,"Peter Lang Gmbh, Internationaler Verlag Der Wissenschaften",ebook,311,2015,2015,,2020/09/12,to-read,to-read (#711),to-read,,,,0,,,0,,,,,
30114264,How the Days of Love and Diphtheria,Robert Kloss,"Kloss, Robert",,"=""""","=""""",4,4.39,Dzanc Books,Kindle Edition,41,2015,2011,2016/08/06,2016/09/16,,,read,"Robert Kloss is a writer that merits larger distinction. His work is largely cerebral, and easy comparison invites Gothic claim to his enterprise; regardless, his writing is more Malick in nature than Cormac McCarthy's gruff work, though Kloss' only real competitor in style is perhaps Joseph McElroy.<br/><br/>I'm inviting a lot of praise in Kloss' writing thus far because it is so self-assured, and the premise rather black with intrigue, though truthfully this my yet be early in judgement.",,,1,,,0,,,,,
24977833,Poems,J.H. Prynne,"Prynne, J.H.",,"=""1780371543""","=""9781780371542""",5,4.42,Bloodaxe Books,Paperback,688,2015,1982,2017/07/08,2014/06/27,,,read,"Strange, lyrical poetry that beguiles as much as it enchants.",,,1,,,0,,,,,
7590,A Portrait of the Artist As a Young Man,James Joyce,"Joyce, James","Walter Hettche, Hans Walter Gabler, John Paul Riquelme, John Mitchel, Michael Davitt, Canon  Doyle, Pádraic Pearse, Ignatius of Loyola, Giovanni Pietro Pinamont, Walter Pater, Oscar Wilde, Douglas Hyde, Kenneth Burke, Umberto Eco, Hugh Kenner, Hélène Cixous, Karen Lawrence, Maud Ellmann, Bonnie Kime Scott, Joseph Valente, Marian Eide, Pericles Lewis, Jonathan Mulrooney, J.M. Synge","=""0393926796""","=""9780393926798""",3,3.62,W. W. Norton & Company,Paperback,490,2007,1916,2012/12/30,2013/12/26,,,read,,,,1,,,0,,,,,
52128988,"Say Something Back & Time Lived, Without Its Flow",Denise Riley,"Riley, Denise",,"=""""","=""""",5,3.70,NYRB Poets,Kindle Edition,64,2020,2016,2020/08/13,2020/07/30,,,read,"A collection of rages and derisions against a mark that cannot be established as fact - the two works, although written separately, gain further nuance from their conjoinment to one another.",,,1,,,0,,,,,
37456904,The Woman Who Lived Amongst the Cannibals,Robert Kloss,"Kloss, Robert",Matt Kish,"=""""","=""""",3,4.43,Robert Kloss,Paperback,327,2017,2017,2020/09/08,2020/09/01,,,read,"A good command of language and imagery, perhaps undercut by the relative passivity of the reader in engaging with the content.",,,1,,,0,,,,,
765337,Difference and Repetition,Gilles Deleuze,"Deleuze, Gilles",,"=""0231081596""","=""9780231081597""",0,4.24,Columbia University Press,Paperback,350,1995,1968,,2020/09/06,to-read,to-read (#710),to-read,,,,0,,,0,,,,,
40121993,The Collected Schizophrenias: Essays,Esmé Weijun Wang,"Wang, Esmé Weijun",,"=""1555978274""","=""9781555978273""",0,4.15,Graywolf Press,Paperback,208,2019,2019,,2020/09/05,to-read,to-read (#709),to-read,,,,0,,,0,,,,,
22104096,Bottom's Dream,Arno Schmidt,"Schmidt, Arno",John E. Woods,"=""1628971592""","=""9781628971590""",0,4.35,Dalkey Archive Press,Hardcover,1496,2016,1970,,2020/09/05,to-read,to-read (#708),to-read,,,,0,,,0,,,,,
29901820,Antígona González,Sara Uribe,"Uribe, Sara",John Pluecker,"=""1934254649""","=""9781934254646""",5,4.54,Les Figues Press,Paperback,205,2016,2012,2020/09/05,2020/09/05,,,read,"The urgent manifesto detailing, as only irrupted fragmentation can, the vague lifelessness of a journey to find trace of the dead. A translation, with an understanding that translation can only approximate the intent of the author, which may in turn only approximate the intent of the many parsed and invoked texts, a necromancy whose voice is yet servicing the voicelessness of the erased.<br/><br/>The whiteness of silence. The whiteness of silence.",,,1,,,0,,,,,
42929838,Tsunami,Gabriela Jáuregui,"Jáuregui, Gabriela","Sara Uribe, Cristina Rivera Garza, Yolanda Segura, Daniela Rea, Vivian Abenshushan, Yasnaya Elena A. Gil, Diana J. Torres, Jimena González, Margo Glantz, Verónica Gerber Bicecci, Brenda Lozano","=""""","=""9788417517168""",0,4.25,Sexto Piso,,208,2018,,,2020/09/05,to-read,to-read (#707),to-read,,,,0,,,0,,,,,
124340,Six Plays,Wole Soyinka,"Soyinka, Wole",,"=""0413553507""","=""9780413553508""",0,3.80,Methuen Publishing,Hardcover,407,1984,1984,,2020/09/01,to-read,to-read (#706),to-read,,,,0,,,0,,,,,
38154,Orlando Furioso,Ludovico Ariosto,"Ariosto, Ludovico",Guido Waldman,"=""0192836773""","=""9780192836779""",0,4.03,Oxford University Press,Paperback,630,1999,1516,,2020/09/01,to-read,to-read (#705),to-read,,,,0,,,0,,,,,
13335316,The Alligators of Abraham,Robert Kloss,"Kloss, Robert",,"=""0983026394""","=""9780983026396""",0,4.14,Mud Luscious Press,Paperback,214,2012,2012,,2020/09/01,to-read,to-read (#704),to-read,,,,0,,,0,,,,,
24886676,The Revelator,Robert Kloss,"Kloss, Robert",,"=""1939419506""","=""9781939419507""",4,4.15,The Unnamed Press,Paperback,256,2015,2015,2020/09/01,2016/12/14,,,read,"A mastery of language, faulted only by its impulse toward the cinematic. Short, haunting, sublime.",,,2,,,0,,,,,
22857377,Approaching the End: Imagining Apocalypse in American Film,Peter Labuza,"Labuza, Peter",,"=""1941629016""","=""9781941629017""",3,3.56,The Critical Press,ebook,120,2014,2014,2020/08/29,2020/06/06,,,read,"A convincing if albeit short analysis bent on scrutinizing the films listed, in their relation towards both the film noir genre and that of the apocalypse. I think a bit more of a personal definition towards the apocalypse would have strengthened the correlative and causative analyses, but it is definitely clear in argument.",,,1,,,0,,,,,
43412920,"Ducks, Newburyport",Lucy Ellmann,"Ellmann, Lucy",,"=""191029697X""","=""9781910296974""",4,4.01,Galley Beggar Press,Paperback,1022,2019,2019,2020/08/29,2019/07/23,,,read,"Four seems a perfect amount - for the daunting length is  easily digestible by how fun the narrative loops, with each ""narrative intermission"" a less-ambulatory yet still thematically consonant to the main ""one mammoth of a sentence"" narrative. It is not always perfect in its asides and intermingling of the two narratives, but each is satisfying by themselves, and both are richer in their conjoinment.",,,1,,,0,,,,,
15311267,The Landscape of Nightmare: Studies in the Contemporary American Novel,Jonathan Baumbach,"Baumbach, Jonathan",,"=""0814700314""","=""9780814700310""",0,4.00,New York University Press,Hardcover,173,1965,1965,,2020/08/29,to-read,to-read (#703),to-read,,,,0,,,0,,,,,
9993755,The Wandering Jew,Eugène Sue,"Sue, Eugène",,"=""""","=""2221121632998""",0,3.83,"Random House, Inc",Hardcover,1350,,1844,,2020/08/26,to-read,to-read (#702),to-read,,,,0,,,0,,,,,
55134645,Raising Moths. Attempts at (Musical) Ekphrasis on Haruomi Hosono's Watering a Flower,Federico Antonini,"Antonini, Federico",Sergio Savini,"=""9788880560""","=""""",3,3.00,Nero Editions,Paperback,328,2019,2019,,2020/08/26,,,read,"A case where the Afterword really belongs as a preface to the entire body of work, and even then with a bit of a disclaimer. The body of work is composed of copyright free passages taken from the dennisnorthey upload of Watering a Flower, but by this nature the book is always at risk of being obsolete from newly amended and added comments after this publication. <br/><br/>More focus, too, could be spent discussing the paradoxical juxtaposition of digital permanence and the ephemeral nature of the music as picked up by the YouTube comments.	A discourse on Neverland-esque Lost Boys mentality aside, there is also a striking lack of discussion in turn on the ideation presented within YT, and certain contextual anecdotes would be well-served for comments (memetic material and references to 4chan, for example, as a way of expanding the cultural diaspora presented here).",,,1,,,0,,,,,
52185930,Ghosts Are Just Strangers Who Know How to Knock,Hillary  Leftwich,"Leftwich, Hillary",,"=""1948700190""","=""9781948700191""",3,4.75,Civil Coping Mechanisms / The Accomplices,Paperback,132,2019,,,2020/05/13,,,read,"The opening few stories read a bit uneven in my perspective, seemingly attached more by narrative novelty (the mundane observation tethered by a personal twist) than any recognizable stylistic impetus, but this does change rather quickly. The longer, more narrative-driven entries engage the reader best, as they unfold both mundane and surrealist qualities in a way that complement and in fact emerge from the other.<br/><br/>This might be a re-read in the future (Amazon delivered a damaged book as a new sale, so here's to a return where a proper new copy is sent).",,,1,,,0,,,,,
34035690,The Disconnected,Oğuz Atay,"Atay, Oğuz","Sevin Seydi, Maurice Whitby","=""0995554307""","=""9780995554306""",5,4.57,Olric Press,Hardcover,714,2017,1972,2018/10/07,2017/08/24,,,read,"It owns and is worth grabbing if you can find it (which seems to be a rare thing).<br/>Nothing I can add which hasn't already been expounded upon by others (see: Nathan Gaddis), so all I'll say is that it's a triumph of translation that sorely needs to be reissued for the general public.",,,1,,,0,,,,,
44781629,"Practical Vocal Acoustics: Pedagogic Applications for Teachers and Singers. (Vox Musicae: the Voice, Vocal Pedagogy, and Song Book 9)",Kenneth Bozeman,"Bozeman, Kenneth",,"=""""","=""""",0,4.54,Pendragon Press,Kindle Edition,160,2014,2013,,2020/08/18,to-read,to-read (#701),to-read,,,,0,,,0,,,,,
52159274,Vocal Health For Singers: A Leading Voice Doctor Answers Over 100 Questions From Vocalists,Dr. Anthony F. Jahn,"Jahn, Dr. Anthony F.",,"=""""","=""""",0,0.0,Singdaptive,Kindle Edition,187,2019,,,2020/08/18,to-read,to-read (#700),to-read,,,,0,,,0,,,,,
32929986,CoDex 1962,Sjón,"Sjón, Sjón",,"=""""","=""""",0,3.76,Forlagið,Kindle Edition,484,2016,2016,,2020/08/18,to-read,to-read (#699),to-read,,,,0,,,0,,,,,
4194917,Mary Stuart's Ravishment Descending Time,Georgiana Peacher,"Peacher, Georgiana",,"=""0916384012""","=""9780916384012""",0,4.60,Pearl Shedding Press,Paperback,117,,1976,,2020/08/18,to-read,to-read (#698),to-read,,,,0,,,0,,,,,
50202953,Piranesi,Susanna Clarke,"Clarke, Susanna",,"=""163557563X""","=""9781635575637""",0,4.34,Bloomsbury,Hardcover,250,2020,2020,,2020/08/18,to-read,to-read (#697),to-read,,,,0,,,0,,,,,
