Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
28194,"Inkheart (Inkworld, #1)",Cornelia Funke,"Funke, Cornelia",Anthea Bell,"=""0439709105""","=""9780439709101""",4,3.88,Scholastic Paperbacks,Paperback,563,2005,2003,2007/10/01,2020/11/23,"fantasy, fiction","fantasy (#13), fiction (#68)",read,,,,1,,,0,,,,,
3236307,"Graceling (Graceling Realm, #1)",Kristin Cashore,"Cashore, Kristin",,"=""""","=""9780152063962""",4,4.07,Harcourt,Hardcover,471,2008,2008,2009/07/01,2020/11/23,"fantasy, fiction","fantasy (#14), fiction (#69)",read,,,,1,,,0,,,,,
6304335,"Beautiful Creatures (Caster Chronicles, #1)",Kami Garcia,"Garcia, Kami",Margaret Stohl,"=""0316042676""","=""9780316042673""",2,3.76,"Little, Brown and Company",Hardcover,563,2009,2009,2010/11/01,2020/11/23,"fantasy, fiction","fantasy (#47), fiction (#67)",read,,,,1,,,0,,,,,
6068551,"Shiver (The Wolves of Mercy Falls, #1)",Maggie Stiefvater,"Stiefvater, Maggie",,"=""0545123267""","=""9780545123266""",3,3.77,Scholastic Press,Hardcover,392,2009,2009,2010/10/01,2020/11/23,"fantasy, fiction","fantasy (#42), fiction (#64)",read,,,,1,,,0,,,,,
561456,"The Titan's Curse (Percy Jackson and the Olympians, #3)",Rick Riordan,"Riordan, Rick",,"=""0141382899""","=""9780141382890""",4,4.34,Puffin Books,Paperback,320,2007,2007,2010/08/01,2020/11/23,"fantasy, fiction","fantasy (#46), fiction (#62)",read,,,,1,,,0,,,,,
6654313,"Linger (The Wolves of Mercy Falls, #2)",Maggie Stiefvater,"Stiefvater, Maggie",,"=""0545123283""","=""9780545123280""",3,3.89,Scholastic Press,Hardcover,362,2010,2010,2010/11/01,2020/11/23,"fantasy, fiction","fantasy (#43), fiction (#65)",read,,,,1,,,0,,,,,
5169728,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",Rick Riordan,"Riordan, Rick",,"=""1423101499""","=""9781423101499""",4,4.39,Disney Hyperion Books,Paperback,361,2009,2008,2010/08/01,2020/11/23,"fantasy, fiction","fantasy (#44), fiction (#63)",read,,,,1,,,0,,,,,
44187,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,"Riordan, Rick",,"=""1423103343""","=""9781423103349""",4,4.24,Disney Hyperion Books,Paperback,280,2007,2006,2010/08/01,2020/11/23,"fantasy, fiction","fantasy (#45), fiction (#61)",read,,,,1,,,0,,,,,
101673,"The Lion, the Witch and the Wardrobe",C.S. Lewis,"Lewis, C.S.",,"=""0439847974""","=""9780439847971""",4,4.22,Scholastic,Paperback,189,2006,1950,,2020/11/23,"fantasy, update, fiction","fantasy (#9), update (#32), fiction (#60)",read,,,,1,,,0,,,,,
136251,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",5,4.62,Arthur A. Levine Books,Hardcover,759,2007,2007,2011/08/01,2020/11/23,"fantasy, fiction","fantasy (#38), fiction (#59)",read,,,,1,,,0,,,,,
28187,"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,"Riordan, Rick",,"=""0786838655""","=""9780786838653""",4,4.26,Disney Hyperion Books,Paperback,375,2006,2005,2010/08/01,2020/11/23,"fantasy, fiction","fantasy (#11), fiction (#58)",read,,,,1,,,0,,,,,
18122,"The Amber Spyglass  (His Dark Materials, #3)",Philip Pullman,"Pullman, Philip",,"=""0440238153""","=""9780440238157""",4,4.08,Laurel Leaf,Mass Market Paperback,467,2003,2000,2009/12/01,2020/11/22,"fantasy, fiction","fantasy (#5), fiction (#54)",read,,,,1,,,0,,,,,
762743,"Twilight (Twilight, #1)",Stephenie Meyer,"Meyer, Stephenie",,"=""0316160172""","=""9780316160179""",3,3.61,"Little, Brown and Company",Hardcover,498,2005,2005,2010/02/01,2020/11/22,"fantasy, fiction","fantasy (#50), fiction (#56)",read,,,,1,,,0,,,,,
50202953,Piranesi,Susanna Clarke,"Clarke, Susanna",,"=""163557563X""","=""9781635575637""",0,4.34,Bloomsbury,Hardcover,250,2020,2020,,2020/11/22,"to-read, fantasy, fiction","to-read (#8), fantasy (#63), fiction (#55)",to-read,,,,0,,,0,,,,,
256683,"City of Bones (The Mortal Instruments, #1)",Cassandra Clare,"Clare, Cassandra",,"=""1416914285""","=""9781416914280""",4,4.09,Margaret K. McElderry Books,Hardcover,485,2007,2007,2012/07/01,2020/11/23,"fantasy, fiction","fantasy (#7), fiction (#57)",read,,,,1,,,0,,,,,
119322,"The Golden Compass (His Dark Materials, #1)",Philip Pullman,"Pullman, Philip",,"=""0679879242""","=""9780679879244""",4,3.99,Alfred A. Knopf Books for Young Readers,Hardcover,399,1996,1995,2009/10/01,2020/11/22,"fantasy, fiction","fantasy (#21), fiction (#52)",read,,,,1,,,0,,,,,
127459,"The Sweet Far Thing (Gemma Doyle, #3)",Libba Bray,"Bray, Libba",,"=""0385730306""","=""9780385730303""",4,3.96,Delacorte Press,Hardcover,819,2007,2007,,2020/11/22,"fantasy, fiction","fantasy (#18), fiction (#50)",read,,,,1,,,0,,,,,
119324,"The Subtle Knife (His Dark Materials, #2)",Philip Pullman,"Pullman, Philip",,"=""0679879250""","=""9780679879251""",4,4.13,Alfred A. Knopf Books for Young Readers,Hardcover,326,1997,1997,2009/11/01,2020/11/22,"fantasy, fiction","fantasy (#40), fiction (#53)",read,,,,1,,,0,,,,,
601719,Rebel Angels,Libba Bray,"Bray, Libba",,"=""0385730292""","=""9780385730297""",4,3.92,Delacorte Press,Hardcover,549,2005,2004,2011/11/01,2020/11/22,"fantasy, fiction","fantasy (#17), fiction (#49)",read,,,,1,,,0,,,,,
6050678,"Leviathan (Leviathan, #1)",Scott Westerfeld,"Westerfeld, Scott",,"=""1416971734""","=""9781416971733""",0,3.90,Simon  Schuster Books for Young Readers,Hardcover,440,2009,2009,2010/01/01,2020/11/22,"fantasy, fiction","fantasy (#58), fiction (#51)",read,,,,1,,,0,,,,,
3682,"A Great and Terrible Beauty (Gemma Doyle, #1)",Libba Bray,"Bray, Libba",,"=""0689875347""","=""9780689875342""",4,3.78,Simon and Schuster,Hardcover,403,2003,2003,,2020/11/22,"fantasy, fiction","fantasy (#16), fiction (#48)",read,,,,1,,,0,,,,,
29056083,"Harry Potter and the Cursed Child: Parts One and Two (Harry Potter, #8)",John Tiffany,"Tiffany, John","Jack Thorne, J.K. Rowling","=""0751565350""","=""9780751565355""",3,3.60,"Little, Brown",Hardcover,343,2016,2016,2016/08/01,2020/11/19,"shelf, fantasy, plays, fiction","shelf (#5), fantasy (#39), plays (#10), fiction (#47)",read,,,,1,,,1,,,unspecified,,
20168816,Rogues,George R.R. Martin,"Martin, George R.R.","Gardner Dozois, Joe Abercrombie, Gillian Flynn, Matthew Hughes, Joe R. Lansdale, Michael Swanwick, David  Ball, Carrie Vaughn, Scott Lynch, Bradley Denton, Cherie Priest, Daniel Abraham, Paul Cornell, Steven Saylor, Garth Nix, Walter Jon Williams, Phyllis Eisenstein, Lisa Tuttle, Neil Gaiman, Connie Willis, Patrick Rothfuss","=""0345537262""","=""9780345537263""",0,3.89,Bantam Books,Hardcover,806,2014,2014,,2020/08/08,"to-read, fantasy, fiction","to-read (#2), fantasy (#2), fiction (#45)",to-read,,,,0,,,0,,,,,
9361589,The Night Circus,Erin Morgenstern,"Morgenstern, Erin",Matthias Brandt,"=""0385534639""","=""9780385534635""",4,4.03,Doubleday,Hardcover,391,2011,2011,2016/07/01,2020/11/19,"fantasy, fiction","fantasy (#41), fiction (#46)",read,,,,1,,,0,,,,,
21032488,"The Doors of Stone (The Kingkiller Chronicle, #3)",Patrick Rothfuss,"Rothfuss, Patrick",,"=""0575081449""","=""9780575081444""",0,3.70,Gollancz,Hardcover,896,,,,2020/08/08,"fantasy, to-read, fiction","fantasy (#19), to-read (#54), fiction (#44)",to-read,,,,1,,,0,,,,,
21535271,"The Slow Regard of Silent Things (The Kingkiller Chronicle, #2.5)",Patrick Rothfuss,"Rothfuss, Patrick",Nate  Taylor,"=""0756410436""","=""9780756410438""",0,3.89,DAW Books,Hardcover,159,2014,2014,,2020/08/08,"to-read, fantasy, fiction","to-read (#1), fantasy (#1), fiction (#43)",to-read,,,,0,,,0,,,,,
31670196,"Scale: The Universal Laws of Growth, Innovation, Sustainability, and the Pace of Life in Organisms, Cities, Economies, and Companies",Geoffrey B. West,"West, Geoffrey B.",,"=""1594205582""","=""9781594205583""",0,4.14,Penguin Press,Hardcover,481,2017,2017,,2021/01/30,"to-read, nonfiction, science","to-read (#355), nonfiction (#239), science (#50)",to-read,,,,0,,,0,,,,,
12262741,Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,"Strayed, Cheryl",,"=""0307592731""","=""9780307592736""",0,4.01,Knopf,Hardcover,315,2012,2012,,2020/12/06,"memoir, nonfiction, travel, currently-reading","memoir (#30), nonfiction (#155), travel (#4), currently-reading (#10)",currently-reading,,,,1,,,0,,,,,
34128230,The River of Consciousness,Oliver Sacks,"Sacks, Oliver",,"=""0385352565""","=""9780385352567""",0,3.93,Knopf Publishing Group,Hardcover,256,2017,2017,,2020/12/05,"nonfiction, science, currently-reading","nonfiction (#84), science (#33), currently-reading (#9)",currently-reading,,,,1,,,0,,,,,
38563044,Solving Product Design Exercises: Questions & Answers,Artiom Dashinsky,"Dashinsky, Artiom",,"=""1977000428""","=""9781977000422""",0,4.19,Independently published,Paperback,158,2018,,,2020/12/24,"to-read, nonfiction, design, product","to-read (#298), nonfiction (#204), design (#2), product (#4)",to-read,,,,0,,,0,,,,,
336258,Information Dashboard Design: The Effective Visual Communication of Data,Stephen Few,"Few, Stephen",,"=""0596100167""","=""9780596100162""",0,4.03,O'Reilly Media,Paperback,224,2006,2010,,2021/01/29,"data-viz, nonfiction, to-read","data-viz (#6), nonfiction (#238), to-read (#354)",to-read,,,,0,,,0,,,,,
13705587,The Functional Art: An Introduction to Information Graphics and Visualization,Alberto Cairo,"Cairo, Alberto",,"=""0321834739""","=""9780321834737""",0,4.19,New Riders Publishing,Paperback,384,2012,2011,,2021/01/29,"data-viz, nonfiction, to-read","data-viz (#5), nonfiction (#237), to-read (#353)",to-read,,,,0,,,0,,,,,
17745,Envisioning Information,Edward R. Tufte,"Tufte, Edward R.",,"=""0961392118""","=""9780961392116""",0,4.23,Graphics Press,Unknown Binding,126,1992,1990,,2020/12/24,"to-read, nonfiction, data-viz","to-read (#301), nonfiction (#207), data-viz (#4)",to-read,,,,0,,,0,,,,,
17744,The Visual Display of Quantitative Information,Edward R. Tufte,"Tufte, Edward R.",,"=""0961392142""","=""9780961392147""",0,4.40,Graphics Press,Hardcover,197,2001,1983,,2020/12/24,"to-read, nonfiction, data-viz","to-read (#300), nonfiction (#206), data-viz (#3)",to-read,,,,0,,,0,,,,,
26535513,Storytelling with Data: A Data Visualization Guide for Business Professionals,Cole Nussbaumer Knaflic,"Knaflic, Cole Nussbaumer",,"=""1119002257""","=""9781119002253""",0,4.39,Wiley,Paperback,288,2015,2015,,2021/01/29,"to-read, data-viz, nonfiction","to-read (#352), data-viz (#2), nonfiction (#236)",to-read,,,,0,,,0,,,,,
45681948,"Effective Data Storytelling: How to Drive Change with Data, Narrative and Visuals",Brent Dykes,"Dykes, Brent",,"=""1119615712""","=""9781119615712""",0,4.25,Wiley,Hardcover,336,2019,,,2021/01/29,"to-read, data-viz, nonfiction","to-read (#351), data-viz (#1), nonfiction (#235)",to-read,,,,0,,,0,,,,,
7815,The Year of Magical Thinking,Joan Didion,"Didion, Joan",,"=""1400078431""","=""9781400078431""",0,3.89,Vintage,Paperback,227,2007,2005,,2021/01/27,"to-read, memoir, nonfiction","to-read (#350), memoir (#47), nonfiction (#234)",to-read,,,,0,,,0,,,,,
22929741,The Argonauts,Maggie Nelson,"Nelson, Maggie",,"=""1555977073""","=""9781555977078""",0,4.02,Graywolf Press,Hardcover,160,2015,2015,,2020/12/05,"to-read, memoir, nonfiction, essays","to-read (#130), memoir (#14), nonfiction (#126), essays (#8)",to-read,,,,0,,,0,,,,,
13259887,We Learn Nothing,Tim Kreider,"Kreider, Tim",,"=""1439198705""","=""9781439198704""",0,4.15,Free Press,Hardcover,240,2012,2012,,2020/12/05,"to-read, memoir, nonfiction, essays","to-read (#133), memoir (#18), nonfiction (#130), essays (#7)",to-read,,,,0,,,0,,,,,
38502471,I'd Rather Be Reading: The Delights and Dilemmas of the Reading Life,Anne Bogel,"Bogel, Anne",,"=""0801072921""","=""9780801072925""",0,4.05,Baker Books,Hardcover,156,2018,2018,,2020/12/08,"nonfiction, to-read, memoir, essays","nonfiction (#162), to-read (#235), memoir (#36), essays (#6)",to-read,,,,0,,,0,,,,,
43126457,Trick Mirror: Reflections on Self-Delusion,Jia Tolentino,"Tolentino, Jia",,"=""0525510540""","=""9780525510543""",0,4.16,Random House,Hardcover,303,2019,2019,,2020/12/05,"to-read, nonfiction, memoir, essays","to-read (#147), nonfiction (#67), memoir (#24), essays (#5)",to-read,,,,0,,,0,,,,,
52203768,Stranger Faces (Undelivered Lectures),Namwali Serpell,"Serpell, Namwali",,"=""1945492430""","=""9781945492433""",0,4.16,Transit Books,Paperback,140,2020,2020,,2021/01/27,"to-read, nonfiction, essays","to-read (#347), nonfiction (#231), essays (#3)",to-read,,,,0,,,0,,,,,
52753017,Suppose a Sentence,Brian Dillon,"Dillon, Brian",,"=""1913097013""","=""9781913097011""",0,3.94,Fitzcarraldo Editions,Paperback,150,2020,2020,,2021/01/27,"to-read, nonfiction, essays","to-read (#348), nonfiction (#232), essays (#2)",to-read,,,,0,,,0,,,,,
53825991,Intimations,Zadie Smith,"Smith, Zadie",,"=""059329761X""","=""9780593297612""",0,4.13,Penguin Books,Paperback,97,2020,2020,,2021/01/27,"to-read, nonfiction, essays","to-read (#349), nonfiction (#233), essays (#1)",to-read,,,,0,,,0,,,,,
36477795,If They Come for Us,Fatimah Asghar,"Asghar, Fatimah",,"=""052550978X""","=""9780525509783""",0,4.29,One World,Paperback,128,2018,2018,,2021/01/26,"to-read, south-asian, poetry","to-read (#345), south-asian (#32), poetry (#24)",to-read,,,,0,,,0,,,,,
35574989,Song of a Captive Bird,Jasmin Darznik,"Darznik, Jasmin",,"=""0399182314""","=""9780399182310""",0,4.21,Ballantine Books,Hardcover,401,2018,2018,,2021/01/26,"to-read, fiction","to-read (#344), fiction (#40)",to-read,,,,0,,,0,,,,,
20696006,Being Mortal: Medicine and What Matters in the End,Atul Gawande,"Gawande, Atul",,"=""0805095152""","=""9780805095159""",0,4.44,Metropolitan Books,Hardcover,282,2014,2014,,2021/01/24,"to-read, science, nonfiction","to-read (#343), science (#49), nonfiction (#230)",to-read,,,,0,,,0,,,,,
25893950,The Informed Parent: A Science-Based Resource for Your Child's First Four Years,Tara Haelle,"Haelle, Tara",Emily Willingham,"=""0399171061""","=""9780399171062""",0,3.73,TarcherPerigee,Paperback,336,2016,2016,,2021/01/24,"to-read, parenting, nonfiction","to-read (#342), parenting (#5), nonfiction (#229)",to-read,,,,0,,,0,,,,,
40121328,"Cribsheet: A Data-Driven Guide to Better, More Relaxed Parenting, from Birth to Preschool",Emily Oster,"Oster, Emily",,"=""0525559256""","=""9780525559252""",0,4.12,Penguin Press,Hardcover,352,2019,2019,,2021/01/24,"to-read, parenting, nonfiction","to-read (#341), parenting (#4), nonfiction (#228)",to-read,,,,0,,,0,,,,,
33640760,"13 Things Mentally Strong Parents Don't Do: Raising Self-Assured Children and Training Their Brains for a Life of Happiness, Meaning, and Success",Amy Morin,"Morin, Amy",,"=""0062565737""","=""9780062565730""",0,4.12,William Morrow,Hardcover,352,2017,2014,,2021/01/15,"to-read, blinked, parenting","to-read (#319), blinked (#1), parenting (#3)",to-read,,,,0,,,0,,,,,
42348818,The Book You Wish Your Parents Had Read (and Your Children Will Be Glad That You Did),Philippa Perry,"Perry, Philippa",,"=""""","=""""",0,4.11,Penguin,Kindle Edition,240,2020,2019,,2021/01/15,"to-read, blinked, parenting","to-read (#322), blinked (#4), parenting (#2)",to-read,,,,0,,,0,,,,,
24611865,Thirty Million Words: Building a Child's Brain,Dana Suskind,"Suskind, Dana",Beth Suskind,"=""0525954872""","=""9780525954873""",0,4.15,Dutton,Hardcover,320,2015,2015,,2021/01/24,"to-read, parenting","to-read (#340), parenting (#1)",to-read,,,,0,,,0,,,,,
87595,Confessions of a Recruiting Director: A Top Recruiter Reveals Why He Said No to Thousands of Candidates--And How You Can Get the Yes,Brad Karsh,"Karsh, Brad",,"=""0735204047""","=""9780735204041""",0,4.01,Prentice Hall Press,Paperback,256,2006,2006,,2021/01/24,"to-read, nonfiction, product","to-read (#338), nonfiction (#227), product (#3)",to-read,,,,0,,,0,,,,,
52960876,How to Survive a Pandemic,Michael  Greger,"Greger, Michael",,"=""1250791421""","=""9781250791429""",0,4.28,Flatiron Books,ebook,1000,2020,2020,,2021/01/24,"to-read, nonfiction, science","to-read (#337), nonfiction (#226), science (#48)",to-read,,,,0,,,0,,,,,
29983711,Pachinko,Min Jin Lee,"Lee, Min Jin",,"=""1455563935""","=""9781455563937""",0,4.27,Grand Central Publishing,Hardcover,489,2017,2017,,2021/01/24,"to-read, fiction","to-read (#335), fiction (#39)",to-read,,,,0,,,0,,,,,
44600621,"Dear Girls: Intimate Tales, Untold Secrets, & Advice for Living Your Best Life",Ali Wong,"Wong, Ali",Justin Hakuta,"=""052550883X""","=""9780525508830""",0,3.89,Random House,Hardcover,240,2019,2019,,2021/01/24,"to-read, memoir, nonfiction","to-read (#334), memoir (#46), nonfiction (#225)",to-read,,,,0,,,0,,,,,
43908903,How to Cure a Ghost,Fariha Roisin,"Roisin, Fariha",Monica Ramos,"=""1419737562""","=""9781419737565""",0,3.84,Harry N. Abrams,Paperback,144,2019,2019,,2021/01/23,"to-read, south-asian, poetry","to-read (#332), south-asian (#31), poetry (#23)",to-read,,,,0,,,0,,,,,
22553690,Art Before Breakfast: A Zillion Ways to be More Creative No Matter How Busy You Are,Danny Gregory,"Gregory, Danny",,"=""1452135479""","=""9781452135472""",0,4.00,Chronicle Books,Paperback,160,2015,2015,,2021/01/18,"to-read, art, nonfiction","to-read (#330), art (#10), nonfiction (#224)",to-read,,,,0,,,0,,,,,
54756845,Reclaiming Control: Looking Inward to Recalibrate Your Life,Amy McMillen,"McMillen, Amy",,"=""""","=""""",0,4.37,,Kindle Edition,,2020,,,2021/01/18,"to-read, nonfiction","to-read (#329), nonfiction (#223)",to-read,,,,0,,,0,,,,,
55577549,Crying in H Mart: A Memoir,Michelle Zauner,"Zauner, Michelle",,"=""""","=""""",0,4.71,,Kindle Edition,,2021,2021,,2021/01/18,"to-read, memoir, nonfiction","to-read (#328), memoir (#45), nonfiction (#222)",to-read,,,,0,,,0,,,,,
28512671,"Everybody Lies: Big Data, New Data, and What the Internet Can Tell Us About Who We Really Are",Seth Stephens-Davidowitz,"Stephens-Davidowitz, Seth",Steven Pinker,"=""0062390856""","=""9780062390851""",0,3.91,Dey Street Books,Hardcover,338,2017,2017,,2021/01/17,"to-read, nonfiction","to-read (#324), nonfiction (#221)",to-read,,,,0,,,0,,,,,
93981,The Interpretation of Dreams,Sigmund Freud,"Freud, Sigmund",,"=""1566195764""","=""9781566195768""",0,3.82,Barnes & Noble,Hardcover,630,1994,1899,,2020/12/05,"to-read, dreams, nonfiction, blinked","to-read (#178), dreams (#2), nonfiction (#136), blinked (#5)",to-read,,,,0,,,0,,,,,
38136826,Help Me!: One Woman’s Quest to Find Out if Self-Help Really Can Change Her Life,Marianne Power,"Power, Marianne",,"=""""","=""""",0,3.90,HarperCollins Publishers,ebook,352,2019,2018,,2021/01/15,"to-read, blinked","to-read (#321), blinked (#3)",to-read,,,,0,,,0,,,,,
23215490,"13 Things Mentally Strong People Don't Do: Take Back Your Power, Embrace Change, Face Your Fears, and Train Your Brain for Happiness and Success",Amy Morin,"Morin, Amy",,"=""0062391542""","=""9780062391544""",0,3.85,William Morrow,Hardcover,272,2014,2014,,2021/01/15,"to-read, blinked","to-read (#320), blinked (#2)",to-read,,,,0,,,0,,,,,
26195941,The Age of Surveillance Capitalism: The Fight for a Human Future at the New Frontier of Power,Shoshana Zuboff,"Zuboff, Shoshana",,"=""1610395697""","=""9781610395694""",0,4.08,PublicAffairs,Hardcover,691,2019,2018,,2021/01/14,"to-read, nonfiction","to-read (#314), nonfiction (#220)",to-read,,,,0,,,0,,,,,
43726566,Rethinking Consciousness: A Scientific Theory of Subjective Experience,Michael S.A. Graziano,"Graziano, Michael S.A.",,"=""0393652610""","=""9780393652611""",0,3.90,W. W. Norton  Company,Hardcover,256,2019,2019,,2021/01/13,"to-read, nonfiction, science","to-read (#313), nonfiction (#219), science (#47)",to-read,,,,0,,,0,,,,,
15014,Crucial Conversations: Tools for Talking When Stakes Are High,Kerry Patterson,"Patterson, Kerry","Joseph Grenny, Ron McMillan, Al Switzler, Stephen R. Covey","=""0071401946""","=""9780071401944""",0,4.04,McGraw-Hill Education,Paperback,240,2002,2001,,2021/01/12,"to-read, nonfiction","to-read (#312), nonfiction (#218)",to-read,,,,0,,,0,,,,,
42403122,The Code: Silicon Valley and the Remaking of America,Margaret O'Mara,"O'Mara, Margaret",,"=""""","=""""",0,3.96,Penguin Press,Kindle Edition,496,2019,2019,,2021/01/09,"to-read, nonfiction","to-read (#311), nonfiction (#217)",to-read,,,,0,,,0,,,,,
31138556,Homo Deus: A History of Tomorrow,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",0,4.23,Harper,Kindle Edition,450,2017,2017,,2021/01/07,"to-read, nonfiction","to-read (#310), nonfiction (#216)",to-read,,,,0,,,0,,,,,
28820444,The Elephant in the Brain: Hidden Motives in Everyday Life,Kevin Simler,"Simler, Kevin",Robin Hanson,"=""""","=""9780190496012""",0,4.05,Oxford University Press,ebook,408,2017,2017,,2020/12/27,"to-read, nonfiction, science","to-read (#308), nonfiction (#214), science (#46)",to-read,,,,0,,,0,,,,,
41881472,The Psychology of Money,Morgan Housel,"Housel, Morgan",,"=""""","=""""",0,4.44,Harriman House,Paperback,252,2020,2020,,2020/12/27,"to-read, nonfiction","to-read (#307), nonfiction (#213)",to-read,,,,0,,,0,,,,,
11324722,The Righteous Mind: Why Good People Are Divided by Politics and Religion,Jonathan Haidt,"Haidt, Jonathan",,"=""""","=""""",0,4.20,Pantheon,Hardcover,419,2012,2012,,2020/12/27,"to-read, nonfiction","to-read (#306), nonfiction (#212)",to-read,,,,0,,,0,,,,,
1999475,A Million Miles in a Thousand Years: What I Learned While Editing My Life,Donald Miller,"Miller, Donald",,"=""0785213066""","=""9780785213062""",0,4.16,Thomas Nelson,Hardcover,255,2009,2009,,2020/12/27,"to-read, nonfiction, memoir","to-read (#305), nonfiction (#211), memoir (#44)",to-read,,,,0,,,0,,,,,
19243347,Cracking the PM Interview: How to Land a Product Manager Job in Technology,Gayle Laakmann McDowell,"McDowell, Gayle Laakmann",,"=""0984782818""","=""9780984782819""",0,4.20,CareerCup,Paperback,364,2013,2013,,2020/12/24,"to-read, product, nonfiction","to-read (#304), product (#2), nonfiction (#210)",to-read,,,,0,,,0,,,,,
20822143,Decode and Conquer: Answers to Product Management Interviews,Lewis C. Lin,"Lin, Lewis C.",,"=""""","=""""",0,4.07,Impact Interview,Kindle Edition,,2013,2013,,2020/12/24,"to-read, nonfiction, product","to-read (#303), nonfiction (#209), product (#1)",to-read,,,,0,,,0,,,,,
34566606,Educational Game Design Fundamentals: A Journey to Creating Intrinsically Motivating Learning Experiences,George Kalmpourtzis,"Kalmpourtzis, George",,"=""113863154X""","=""9781138631540""",0,4.71,A K PETERS,Paperback,344,2018,,,2020/12/24,"to-read, design, nonfiction","to-read (#302), design (#4), nonfiction (#208)",to-read,,,,0,,,0,,,,,
840,The Design of Everyday Things,Donald A. Norman,"Norman, Donald A.",,"=""0465067107""","=""9780465067107""",0,4.16,Basic Books,Paperback,240,2002,1988,,2020/12/05,"to-read, science, nonfiction, design","to-read (#168), science (#16), nonfiction (#80), design (#3)",to-read,,,,0,,,0,,,,,
10778139,100 Things Every Designer Needs to Know about People,Susan M. Weinschenk,"Weinschenk, Susan M.",,"=""0321767535""","=""9780321767530""",0,4.10,New Riders Publishing,Paperback,242,2011,2011,,2020/12/24,"to-read, nonfiction, design","to-read (#299), nonfiction (#205), design (#1)",to-read,,,,0,,,0,,,,,
354856,Paper Wings,Marly Swick,"Swick, Marly",,"=""0060928379""","=""9780060928377""",0,3.60,Harper Perennial,Paperback,288,1997,1996,,2020/12/20,"to-read, fiction","to-read (#297), fiction (#38)",to-read,,,,0,,,0,,,,,
4069,Man's Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.","Harold S. Kushner, William J. Winslade, Isle Lasch","=""080701429X""","=""9780807014295""",0,4.35,Beacon Press,Paperback,165,2006,1946,,2020/12/20,"to-read, nonfiction","to-read (#296), nonfiction (#203)",to-read,,,,0,,,0,,,,,
34144408,"Curry: Eating, Reading, and Race (Exploded Views)",Naben Ruthnum,"Ruthnum, Naben",,"=""1552453510""","=""9781552453513""",0,3.84,Coach House Books,Paperback,144,2017,2017,,2020/12/20,"to-read, south-asian, nonfiction","to-read (#295), south-asian (#30), nonfiction (#202)",to-read,,,,0,,,0,,,,,
30659,Meditations,Marcus Aurelius,"Aurelius, Marcus","Martin Hammond, Albert Wittstock, Simone Mooij-Valk, Diskin Clay","=""0140449337""","=""9780140449334""",0,4.22,Penguin Books,Paperback,303,2006,180,,2020/11/15,"shelf, nonfiction, to-read","shelf (#14), nonfiction (#87), to-read (#292)",to-read,,,,0,,,1,,,unspecified,,
18077875,Essentialism: The Disciplined Pursuit of Less,Greg McKeown,"McKeown, Greg",,"=""0804137382""","=""9780804137386""",0,4.04,Crown Business,Hardcover,260,2014,2011,,2020/12/05,"nonfiction, currently-reading","nonfiction (#41), currently-reading (#6)",currently-reading,,,,1,,,0,,,,,
12847,The Art of Dreaming,Carlos Castaneda,"Castaneda, Carlos",,"=""1855384272""","=""9781855384279""",0,3.99,Element,Paperback,260,2004,1993,,2020/12/20,"to-read, dreams, nonfiction","to-read (#291), dreams (#11), nonfiction (#201)",to-read,,,,0,,,0,,,,,
579455,Inner Work: Using Dreams and Active Imagination for Personal Growth,Robert A. Johnson,"Johnson, Robert A.",,"=""0062504312""","=""9780062504319""",0,4.29,HarperOne,Paperback,240,2009,1986,,2020/12/20,"to-read, nonfiction, dreams","to-read (#290), nonfiction (#200), dreams (#10)",to-read,,,,0,,,0,,,,,
28268515,The Road Back to You: An Enneagram Journey to Self-Discovery,Ian Morgan Cron,"Cron, Ian Morgan",Suzanne Stabile,"=""0830846190""","=""9780830846191""",0,4.24,IVP Books,Hardcover,238,2016,2016,,2020/12/20,"to-read, nonfiction, personality","to-read (#289), nonfiction (#199), personality (#14)",to-read,,,,0,,,0,,,,,
6635,The Enneagram Made Easy: Discover the 9 Types of People,Renee Baron,"Baron, Renee",Elizabeth Wagele,"=""0062510266""","=""9780062510266""",0,3.84,HarperSanFrancisco,Paperback,161,1994,1994,,2020/12/20,"to-read, nonfiction, personality","to-read (#288), nonfiction (#198), personality (#13)",to-read,,,,0,,,0,,,,,
