Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
34144464,The Chaos of Standing Still,Jessica Brody,"Brody, Jessica",,"=""1481499181""","=""9781481499187""",0,3.89,Simon Pulse,Hardcover,406,2017,2017,,2020/12/20,"to-read, contemporary, fiction","to-read (#294), contemporary (#32), fiction (#165)",to-read,,,,0,,,0,,,,,
41880609,On Earth We're Briefly Gorgeous,Ocean Vuong,"Vuong, Ocean",,"=""0525562028""","=""9780525562023""",0,4.04,Penguin Press,Hardcover,246,2019,2019,,2020/12/29,"to-read, contemporary, fiction","to-read (#309), contemporary (#33), fiction (#166)",to-read,,,,0,,,0,,,,,
18693763,Everything I Never Told You,Celeste Ng,"Ng, Celeste",,"=""159420571X""","=""9781594205712""",0,3.86,Penguin Press,Hardcover,292,2014,2014,,2021/01/15,"to-read, contemporary, fiction","to-read (#316), contemporary (#35), fiction (#168)",to-read,,,,0,,,0,,,,,
53252651,Like a Bird,Fariha Roisin,"Roisin, Fariha",,"=""1951213092""","=""9781951213091""",0,3.85,The Unnamed Press ,Hardcover,288,2020,2020,,2020/12/09,"to-read, contemporary, south-asian, fiction","to-read (#238), contemporary (#27), south-asian (#1), fiction (#160)",to-read,,,,0,,,0,,,,,
85301,Unaccustomed Earth,Jhumpa Lahiri,"Lahiri, Jhumpa",,"=""0676979343""","=""9780676979343""",0,4.09,Knopf,Hardcover,352,2008,2008,,2020/12/07,"to-read, contemporary, south-asian, fiction","to-read (#232), contemporary (#26), south-asian (#11), fiction (#159)",to-read,,,,0,,,0,,,,,
53438824,Whereabouts,Jhumpa Lahiri,"Lahiri, Jhumpa",,"=""0593318315""","=""9780593318317""",0,3.63,Knopf,Hardcover,176,2021,2018,,2020/12/11,"to-read, south-asian, contemporary, fiction","to-read (#251), south-asian (#26), contemporary (#29), fiction (#162)",to-read,,,,0,,,0,,,,,
99730,The Island,Gary Paulsen,"Paulsen, Gary",,"=""0439786622""","=""9780439786621""",0,3.72,Scholastic Paperbacks,Paperback,208,2006,1988,,2020/12/13,"to-read, contemporary, fiction","to-read (#260), contemporary (#30), fiction (#163)",to-read,,,,0,,,0,,,,,
36336078,"Call Me By Your Name (Call Me By Your Name, #1)",André Aciman,"Aciman, André",,"=""1786495252""","=""9781786495259""",0,4.22,Atlantic Books,Paperback,248,2017,2007,,2020/12/07,"to-read, contemporary, fiction","to-read (#228), contemporary (#23), fiction (#156)",to-read,,,,0,,,0,,,,,
19449923,The Migraine Mafia,Maia Sepp,"Sepp, Maia",,"=""1494315939""","=""9781494315931""",0,3.79,Create Space,Paperback,184,2013,2013,,2020/12/06,"to-read, contemporary, migraines, fiction","to-read (#195), contemporary (#22), migraines (#11), fiction (#155)",to-read,,,,0,,,0,,,,,
48570454,Transcendent Kingdom,Yaa Gyasi,"Gyasi, Yaa",,"=""0525658181""","=""9780525658184""",0,4.19,Knopf,Hardcover,264,2020,2020,,2020/12/03,"to-read, contemporary, fiction","to-read (#51), contemporary (#10), fiction (#153)",to-read,,,,0,,,0,,,,,
4950,The Hungry Tide,Amitav Ghosh,"Ghosh, Amitav",,"=""061871166X""","=""9780618711666""",0,3.96,Mariner Books,Paperback,333,2006,2004,,2020/12/07,"to-read, contemporary, south-asian, fiction","to-read (#230), contemporary (#25), south-asian (#6), fiction (#158)",to-read,,,,0,,,0,,,,,
18460392,All the Bright Places,Jennifer Niven,"Niven, Jennifer",,"=""0385755880""","=""9780385755887""",0,4.15,Knopf,Hardcover,378,2015,2015,,2020/12/07,"to-read, contemporary, fiction","to-read (#229), contemporary (#24), fiction (#157)",to-read,,,,0,,,0,,,,,
52973514,Days of Distraction,Alexandra Chang,"Chang, Alexandra",,"=""0062951807""","=""9780062951809""",0,3.65,HarperCollins,Hardcover,312,2020,2020,,2020/12/05,"to-read, contemporary, fiction","to-read (#146), contemporary (#19), fiction (#154)",to-read,,,,0,,,0,,,,,
40648401,Normal People,Sally Rooney,"Rooney, Sally",,"=""""","=""""",4,3.86,Faber & Faber,Kindle Edition,268,2018,2018,2020/12/03,2020/12/01,"contemporary, recent, fiction","contemporary (#5), recent (#5), fiction (#150)",read,,,,1,,,0,,,,,
51931067,Felix Ever After,Kacen Callender,"Callender, Kacen",,"=""0062820257""","=""9780062820259""",0,4.45,Balzer + Bray,Hardcover,354,2020,2020,,2020/12/02,"to-read, contemporary, fiction","to-read (#49), contemporary (#9), fiction (#152)",to-read,,,,0,,,0,,,,,
51152434,What Are You Going Through,Sigrid Nunez,"Nunez, Sigrid",,"=""0593191412""","=""9780593191415""",0,3.86,Riverhead Books,Hardcover,210,2020,2020,,2020/12/02,"to-read, contemporary, fiction","to-read (#45), contemporary (#11), fiction (#151)",to-read,,,,0,,,0,,,,,
52969580,Burnt Sugar,Avni Doshi,"Doshi, Avni",,"=""024144151X""","=""9780241441510""",0,3.47,Hamish Hamilton,Paperback,240,2020,2019,,2020/11/26,"to-read, contemporary, south-asian, fiction","to-read (#41), contemporary (#12), south-asian (#16), fiction (#148)",to-read,,,,0,,,0,,,,,
43124133,Ayesha at Last,Uzma Jalaluddin,"Jalaluddin, Uzma",,"=""""","=""""",0,3.90,Berkley Books,Paperback,368,2019,2018,,2020/11/24,"to-read, contemporary, south-asian, fiction","to-read (#39), contemporary (#13), south-asian (#23), fiction (#147)",to-read,,,,0,,,0,,,,,
45451976,Furious Thing,Jenny Downham,"Downham, Jenny",,"=""1338540653""","=""9781338540659""",0,3.92,David Fickling Books,Hardcover,384,2020,2019,,2020/11/24,"to-read, contemporary, fiction","to-read (#38), contemporary (#14), fiction (#146)",to-read,,,,0,,,0,,,,,
33917,The Namesake,Jhumpa Lahiri,"Lahiri, Jhumpa",,"=""0618485228""","=""9780618485222""",0,3.99,Mariner Books,Paperback,291,2004,2003,,2020/11/26,"to-read, contemporary, south-asian, fiction","to-read (#43), contemporary (#17), south-asian (#9), fiction (#149)",to-read,,,,0,,,0,,,,,
51941088,The Comeback,Ella Berman,"Berman, Ella",,"=""0593099516""","=""9780593099513""",0,3.79,Berkley,Hardcover,378,2020,2020,,2020/11/24,"to-read, contemporary, fiction","to-read (#37), contemporary (#15), fiction (#145)",to-read,,,,0,,,0,,,,,
16143347,We Were Liars,E. Lockhart,"Lockhart, E.",,"=""""","=""""",0,3.84,Delacorte Press,Kindle Edition,242,2014,2014,,2020/11/23,"to-read, contemporary, mystery, fiction","to-read (#13), contemporary (#7), mystery (#2), fiction (#29)",to-read,,,,0,,,0,,,,,
53703632,A World Between: A Novel,Emily Hashimoto,"Hashimoto, Emily",,"=""1936932954""","=""9781936932955""",0,3.91,The Feminist Press at CUNY,Paperback,400,2020,2020,,2020/11/23,"to-read, contemporary, fiction","to-read (#14), contemporary (#21), fiction (#144)",to-read,,,,0,,,0,,,,,
11870085,The Fault in Our Stars,John Green,"Green, John",,"=""""","=""""",3,4.20,Dutton Books,Hardcover,313,2012,2012,,2020/11/22,"contemporary, update, fiction","contemporary (#2), update (#19), fiction (#140)",read,,,,1,,,0,,,,,
22628,The Perks of Being a Wallflower,Stephen Chbosky,"Chbosky, Stephen",,"=""""","=""""",3,4.20,MTV Books/Pocket Books,Paperback,213,1999,1999,,2020/11/22,"contemporary, update, fiction","contemporary (#1), update (#31), fiction (#142)",read,,,,1,,,0,,,,,
99561,Looking for Alaska,John Green,"Green, John",,"=""""","=""""",3,4.01,Speak,Paperback,221,2006,2005,,2020/11/22,"contemporary, update, fiction","contemporary (#3), update (#20), fiction (#141)",read,,,,1,,,0,,,,,
22232,"Stargirl (Stargirl, #1)",Jerry Spinelli,"Spinelli, Jerry",,"=""0439488400""","=""9780439488402""",0,3.76,Scholastic,Paperback,186,2002,2001,2007/09/01,2020/11/23,"contemporary, fiction","contemporary (#6), fiction (#143)",read,,,,1,,,0,,,,,
41021501,Small Great Things,Jodi Picoult,"Picoult, Jodi",,"=""""","=""""",0,4.34,Ballantine Books,Kindle Edition,510,2016,2016,,2020/11/15,"to-read, contemporary, fiction","to-read (#6), contemporary (#18), fiction (#137)",to-read,,,,0,,,0,,,,,
51792100,A Burning,Megha Majumdar,"Majumdar, Megha",,"=""0525658696""","=""9780525658696""",0,3.75,Knopf Publishing Group,Hardcover,304,2020,2020,,2020/11/15,"to-read, contemporary, south-asian, fiction","to-read (#4), contemporary (#16), south-asian (#20), fiction (#136)",to-read,,,,0,,,0,,,,,
54789601,The Midnight Library,Matt Haig,"Haig, Matt",,"=""1786892723""","=""9781786892720""",4,4.22,Canongate Books Ltd.,Paperback,288,2020,2020,2020/11/21,2020/11/15,"shelf, contemporary, recent, magical-realism, fiction","shelf (#2), contemporary (#4), recent (#4), magical-realism (#8), fiction (#135)",read,,,,1,,,1,,,unspecified,,
26530351,Here Comes the Sun,Nicole Y. Dennis-Benn,"Dennis-Benn, Nicole Y.",,"=""1631491768""","=""9781631491764""",0,3.84,Liveright,Hardcover,352,2016,2016,,2020/11/22,"to-read, contemporary, fiction","to-read (#7), contemporary (#20), fiction (#139)",to-read,,,,0,,,0,,,,,
24583,The Adventures of Tom Sawyer,Mark Twain,"Twain, Mark","Guy Cardwell, John Seelye","=""0143039563""","=""9780143039563""",0,3.91,Penguin Classics,Paperback,244,2006,1876,2007/12/01,2020/12/05,"classics, fiction","classics (#27), fiction (#133)",read,,,,1,,,0,,,,,
10210,Jane Eyre,Charlotte Brontë,"Brontë, Charlotte","Michael Mason, Sylvère Monod, Barnett Freedman, Radmila Todorović","=""0142437204""","=""9780142437209""",0,4.13,Penguin,Paperback,532,2003,1847,,2020/12/04,"to-read, classics, fiction","to-read (#61), classics (#17), fiction (#128)",to-read,,,,0,,,0,,,,,
164539,Bridge to Terabithia,Katherine Paterson,"Paterson, Katherine",Donna Diamond,"=""0064401847""","=""9780064401845""",0,4.01,HarperCollins,Paperback,163,2017,1977,2007/08/01,2020/12/04,"classics, fiction","classics (#25), fiction (#131)",read,,,,1,,,0,,,,,
2998,The Secret Garden,Frances Hodgson Burnett,"Burnett, Frances Hodgson",,"=""0517189607""","=""9780517189603""",0,4.13,Children's Classics,Hardcover,331,1998,1910,,2020/12/04,"classics, update, fiction","classics (#23), update (#29), fiction (#129)",read,,,,0,,,0,,,,,
763588,"Anne of Green Gables (Anne of Green Gables, #1)",L.M. Montgomery,"Montgomery, L.M.",,"=""055321313X""","=""9780553213133""",0,4.26,Bantam Books,Paperback,308,1982,1908,,2020/12/04,"classics, update, fiction","classics (#24), update (#38), fiction (#130)",read,,,,0,,,0,,,,,
16299,And Then There Were None,Agatha Christie,"Christie, Agatha",,"=""0312330871""","=""9780312330873""",0,4.26,St. Martin's Press,Paperback,264,2004,1939,,2020/12/02,"classics, mystery, to-read, fiction","classics (#4), mystery (#1), to-read (#226), fiction (#30)",to-read,,,,0,,,0,,,,,
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",Francis Scott Fitzgerald,"=""""","=""""",0,3.93,Scribner,Paperback,200,2004,1925,,2020/12/04,"to-read, classics, fiction","to-read (#59), classics (#9), fiction (#126)",to-read,,,,0,,,0,,,,,
1934,Little Women,Louisa May Alcott,"Alcott, Louisa May",,"=""0451529308""","=""9780451529305""",0,4.09,Signet Classics,Paperback,449,2004,1868,,2020/12/04,"to-read, classics, fiction","to-read (#58), classics (#7), fiction (#125)",to-read,,,,0,,,0,,,,,
38447,"The Handmaid's Tale (The Handmaid's Tale, #1)",Margaret Atwood,"Atwood, Margaret",,"=""""","=""""",0,4.12,Anchor Books,Paperback,314,1998,1985,,2020/12/04,"to-read, classics, fiction","to-read (#57), classics (#6), fiction (#124)",to-read,,,,0,,,0,,,,,
1885,Pride and Prejudice,Jane Austen,"Austen, Jane",Anna Quindlen,"=""""","=""""",0,4.27,Modern Library,Paperback,279,2000,1813,,2020/12/04,"to-read, classics, fiction","to-read (#60), classics (#15), fiction (#127)",to-read,,,,0,,,0,,,,,
83346,"Through the Looking-Glass and What Alice Found There (Alice's Adventures in Wonderland, #2)",Lewis Carroll,"Carroll, Lewis","John Tenniel, Peter Glassman","=""0688120490""","=""9780688120498""",0,4.05,Books of Wonder,Hardcover,228,1993,1871,,2020/11/23,"to-read, classics, fiction","to-read (#31), classics (#22), fiction (#120)",to-read,,,,0,,,0,,,,,
157993,The Little Prince,Antoine de Saint-Exupéry,"Saint-Exupéry, Antoine de","Richard Howard, Ivan Minatti, Nguyễn Thành Vũ","=""""","=""""",0,4.31,"Harcourt, Inc.",Paperback,93,2000,1943,,2020/11/24,"to-read, classics, fiction","to-read (#36), classics (#18), fiction (#122)",to-read,,,,0,,,0,,,,,
24213,Alice's Adventures in Wonderland / Through the Looking-Glass,Lewis Carroll,"Carroll, Lewis","John Tenniel, Martin Gardner","=""0451527747""","=""9780451527745""",0,4.06,Penguin Group (USA),Paperback,239,2000,1871,,2020/11/24,"to-read, classics, fiction","to-read (#35), classics (#5), fiction (#121)",to-read,,,,0,,,0,,,,,
6324090,"Alice's Adventures in Wonderland (Alice's Adventures in Wonderland, #1)",Lewis Carroll,"Carroll, Lewis",,"=""""","=""""",0,4.00,Public Domain Books,Kindle Edition,96,1997,1865,,2020/11/23,"to-read, classics, fiction","to-read (#16), classics (#20), fiction (#119)",to-read,,,,0,,,0,,,,,
7624,Lord of the Flies,William Golding,"Golding, William",,"=""0140283331""","=""9780140283334""",0,3.69,Penguin Books ,Paperback,182,1999,1954,,2020/11/23,"to-read, classics, fiction","to-read (#15), classics (#2), fiction (#118)",to-read,,,,0,,,0,,,,,
7733,Gulliver's Travels,Jonathan Swift,"Swift, Jonathan",Robert DeMaria Jr.,"=""0141439491""","=""9780141439495""",0,3.58,Penguin,Paperback,306,2003,1726,2006/06/01,2020/11/23,"classics, fiction","classics (#19), fiction (#117)",read,,,,1,,,0,,,,,
2623,Great Expectations,Charles Dickens,"Dickens, Charles",Marisa Sestino,"=""0192833596""","=""9780192833594""",0,3.78,Oxford University Press,Paperback,505,1998,1861,2013/01/01,2020/11/23,"classics, fiction","classics (#16), fiction (#114)",read,,,,1,,,0,,,,,
485894,The Metamorphosis,Franz Kafka,"Kafka, Franz","Stanley Corngold, Mircea Ivănescu","=""""","=""""",0,3.83,Bantam Classics,Paperback,201,1972,1915,2013/12/01,2020/11/23,"classics, magical-realism, fiction","classics (#11), magical-realism (#5), fiction (#113)",read,,,,1,,,0,,,,,
5107,The Catcher in the Rye,J.D. Salinger,"Salinger, J.D.",,"=""0316769177""","=""9780316769174""",0,3.81,Back Bay Books,Paperback,277,2001,1951,,2020/11/22,"to-read, classics, fiction","to-read (#9), classics (#8), fiction (#112)",to-read,,,,0,,,0,,,,,
13079982,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""""","=""""",0,3.99,Simon & Schuster,Kindle Edition,194,2011,1953,,2020/11/23,"to-read, classics, fiction","to-read (#10), classics (#14), fiction (#115)",to-read,,,,0,,,0,,,,,
13023,Alice in Wonderland,Jane Carruth,"Carruth, Jane","Lewis Carroll, Rene Cloke","=""0517223627""","=""9780517223628""",0,4.02,Gramercy Books,Hardcover,92,2004,1865,,2020/11/23,"to-read, classics, fiction","to-read (#30), classics (#21), fiction (#116)",to-read,,,,0,,,0,,,,,
2657,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,"=""""","=""""",4,4.28,Harper Perennial Modern Classics ,Paperback,324,2006,1960,2010/12/01,2020/11/22,"classics, fiction","classics (#10), fiction (#108)",read,,,Ms. Yorston gave our class prompts based on aspects of this book and it was through these prompts that I experienced the most growth as a writer!,1,,,0,,,,,
7613,Animal Farm,George Orwell,"Orwell, George","Boris Grabnar, Celâl Üster, Celâl Üstüner, Peter Škerl","=""0452284244""","=""9780452284241""",0,3.95,NAL,Paperback,122,2003,1945,,2020/11/22,"classics, to-read, fiction","classics (#3), to-read (#225), fiction (#109)",to-read,,,,0,,,0,,,,,
890,Of Mice and Men,John Steinbeck,"Steinbeck, John",,"=""0142000671""","=""9780142000670""",3,3.88,Penguin Books,Paperback,103,2002,1937,,2020/11/22,"update, classics, fiction","update (#2), classics (#1), fiction (#111)",read,,,,1,,,0,,,,,
45047384,The House in the Cerulean Sea,T.J. Klune,"Klune, T.J.",,"=""""","=""""",0,4.53,Tor Books,Kindle Edition,394,2020,2020,,2021/01/15,"to-read, fantasy, fiction","to-read (#318), fantasy (#66), fiction (#106)",to-read,,,,0,,,0,,,,,
25740412,"The Black Witch (The Black Witch Chronicles, #1)",Laurie Forest,"Forest, Laurie",,"=""0373212313""","=""9780373212316""",0,4.08, Harlequin Teen,Hardcover,601,2017,2017,,2021/01/15,"to-read, fantasy, fiction","to-read (#317), fantasy (#65), fiction (#105)",to-read,,,,0,,,0,,,,,
43575115,The Starless Sea,Erin Morgenstern,"Morgenstern, Erin",,"=""038554121X""","=""9780385541213""",0,3.85,Doubleday Books,Hardcover,498,2019,2019,,2020/12/04,"fantasy, to-read, fiction","fantasy (#59), to-read (#62), fiction (#101)",to-read,,,,0,,,0,,,,,
8685612,"The Iron Queen (The Iron Fey, #3)",Julie Kagawa,"Kagawa, Julie",,"=""0373210183""","=""9780373210183""",4,4.20,Harlequin Teen,Paperback,384,2011,2011,2012/03/01,2020/12/04,"fantasy, fiction","fantasy (#57), fiction (#100)",read,,,,1,,,0,,,,,
249747,"Artemis Fowl (Artemis Fowl, #1)",Eoin Colfer,"Colfer, Eoin",,"=""0786817879""","=""9780786817870""",4,3.85,Disney-Hyperion,Paperback,396,2003,2001,2008/01/01,2020/12/04,"fantasy, fiction","fantasy (#60), fiction (#102)",read,,,,1,,,0,,,,,
769483,"Magyk (Septimus Heap, #1)",Angie Sage,"Sage, Angie",Mark Zug,"=""0060577312""","=""9780060577315""",4,3.82,"Katherine Tegen, Harper Collins",Hardcover,564,2005,2005,2008/02/01,2020/12/04,"fantasy, fiction","fantasy (#61), fiction (#103)",read,,,,1,,,0,,,,,
113304,The Thief Lord,Cornelia Funke,"Funke, Cornelia",,"=""1903434777""","=""9781903434772""",4,3.96,Chicken House,Paperback,350,2002,2000,2007/02/01,2020/12/04,"fantasy, fiction","fantasy (#32), fiction (#96)",read,,,,1,,,0,,,,,
10757833,"Beautiful Chaos (Caster Chronicles, #3)",Kami Garcia,"Garcia, Kami",Margaret Stohl,"=""0316123528""","=""9780316123525""",2,3.92,"Little, Brown and Company",Hardcover,516,2011,2011,2012/01/01,2020/12/04,"fantasy, fiction","fantasy (#49), fiction (#98)",read,,,,1,,,0,,,,,
7747064,"The Iron Daughter (The Iron Fey, #2)",Julie Kagawa,"Kagawa, Julie",,"=""0373210132""","=""9780373210138""",4,4.07,Harlequin Teen,Paperback,359,2010,2010,2012/02/01,2020/12/04,"fantasy, fiction","fantasy (#56), fiction (#99)",read,,,,1,,,0,,,,,
7842288,"Beautiful Darkness (Caster Chronicles, #2)",Kami Garcia,"Garcia, Kami",Margaret Stohl,"=""0316077054""","=""9780316077057""",2,3.82,"Little, Brown and Company",Hardcover,503,2010,2010,2010/12/01,2020/12/04,"fantasy, fiction","fantasy (#48), fiction (#97)",read,,,,1,,,0,,,,,
2325825,"Inkdeath (Inkworld, #3)",Cornelia Funke,"Funke, Cornelia",Anthea Bell,"=""1905294719""","=""9781905294718""",4,3.93,Chicken House,Hardcover,699,2007,2007,2007/12/01,2020/12/04,"fantasy, fiction","fantasy (#31), fiction (#95)",read,,,,1,,,0,,,,,
28195,"Inkspell (Inkworld, #2)",Cornelia Funke,"Funke, Cornelia",Anthea Bell,"=""0439554004""","=""9780439554008""",4,3.90,The Chicken House,Hardcover,635,2005,2005,2007/11/01,2020/12/04,"fantasy, fiction","fantasy (#30), fiction (#94)",read,,,,1,,,0,,,,,
77522,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""043935806X""","=""9780439358064""",5,4.50,Arthur A. Levine Books,Hardcover,870,2003,2003,,2020/11/24,"fantasy, update, fiction","fantasy (#34), update (#25), fiction (#91)",read,,,,0,,,0,,,,,
36647196,Storm Glass (Harbinger #1),Jeff Wheeler,"Wheeler, Jeff",,"=""1503902323""","=""9781503902329""",0,4.18,47North,Paperback,366,2018,2018,,2020/12/02,"to-read, fantasy, fiction","to-read (#46), fantasy (#62), fiction (#93)",to-read,,,,0,,,0,,,,,
49852,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""0439784549""","=""9780439784542""",5,4.57,Arthur A. Levine Books,Hardcover,652,2005,2005,,2020/11/24,"fantasy, update, fiction","fantasy (#8), update (#26), fiction (#92)",read,,,,0,,,0,,,,,
49116,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""0439136350""","=""9780439136358""",5,4.57,Arthur A. Levine Books,Hardcover,435,1999,1999,,2020/11/24,"fantasy, update, fiction","fantasy (#37), update (#24), fiction (#89)",read,,,,0,,,0,,,,,
49130,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""0439139597""","=""9780439139595""",5,4.56,Arthur A. Levine Books,Hardcover,734,2000,2000,,2020/11/24,"fantasy, update, fiction","fantasy (#35), update (#37), fiction (#90)",read,,,,0,,,0,,,,,
77523,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""0590353403""","=""9780590353403""",5,4.48,Arthur A. Levine Books,Hardcover,309,1998,1997,,2020/11/24,"fantasy, update, fiction","fantasy (#33), update (#36), fiction (#87)",read,,,,0,,,0,,,,,
15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""0439064864""","=""9780439064866""",5,4.43,Arthur A. Levine Books,Hardcover,341,1999,1998,,2020/11/24,"fantasy, update, fiction","fantasy (#36), update (#14), fiction (#88)",read,,,,0,,,0,,,,,
84119,"The Horse and His Boy (Chronicles of Narnia, #5)",C.S. Lewis,"Lewis, C.S.",,"=""0439861365""","=""9780439861366""",4,3.91,Scholastic Inc,Paperback,224,1995,1954,,2020/11/24,"fantasy, update, fiction","fantasy (#29), update (#22), fiction (#84)",read,,,,0,,,0,,,,,
84367,"The Magician's Nephew (Chronicles of Narnia, #1)",C.S. Lewis,"Lewis, C.S.",,"=""0590254758""","=""9780590254755""",4,4.04,Scholastic,Paperback,202,1995,1955,,2020/11/24,"fantasy, update, fiction","fantasy (#25), update (#23), fiction (#85)",read,,,,0,,,0,,,,,
369007,"The Last Battle (Chronicles of Narnia, #7)",C.S. Lewis,"Lewis, C.S.",,"=""0590254812""","=""9780590254816""",4,4.01,Scholastic Inc,Paperback,211,1995,1956,,2020/11/24,"fantasy, update, fiction","fantasy (#27), update (#35), fiction (#86)",read,,,,0,,,0,,,,,
121767,"The Silver Chair (Chronicles of Narnia, #6)",C.S. Lewis,"Lewis, C.S.",,"=""0590254804""","=""9780590254809""",4,3.95,Scholastic,Paperback,243,1995,1953,,2020/11/24,"fantasy, update, fiction","fantasy (#28), update (#34), fiction (#83)",read,,,,0,,,0,,,,,
636650,"Prince Caspian (Chronicles of Narnia, #4)",C.S. Lewis,"Lewis, C.S.",,"=""0590254782""","=""9780590254786""",4,3.97,Scholastic,Paperback,223,1995,1951,,2020/11/24,"fantasy, update, fiction","fantasy (#24), update (#33), fiction (#81)",read,,,,0,,,0,,,,,
101703,"The Voyage of the Dawn Treader (Chronicles of Narnia, #5)",C.S. Lewis,"Lewis, C.S.",,"=""0590254790""","=""9780590254793""",4,4.08,Scholastic,Paperback,248,1995,1952,,2020/11/24,"fantasy, update, fiction","fantasy (#26), update (#21), fiction (#82)",read,,,,0,,,0,,,,,
428263,"Eclipse (The Twilight Saga, #3)",Stephenie Meyer,"Meyer, Stephenie",,"=""0316160202""","=""9780316160209""",3,3.70,"Little, Brown and Company",Hardcover,629,2007,2007,2010/04/01,2020/11/24,"fantasy, fiction","fantasy (#51), fiction (#79)",read,,,,1,,,0,,,,,
49041,"New Moon (Twilight, #2)",Stephenie Meyer,"Meyer, Stephenie",,"=""""","=""""",3,3.55,"Little, Brown and Company",Hardcover,563,2006,2006,2010/03/01,2020/11/24,"fantasy, fiction","fantasy (#52), fiction (#78)",read,,,,1,,,0,,,,,
1162543,"Breaking Dawn (Twilight, #4)",Stephenie Meyer,"Meyer, Stephenie",,"=""031606792X""","=""9780316067928""",3,3.70,"Little, Brown and Company",Hardcover,756,2008,2008,2010/05/01,2020/11/24,"fantasy, fiction","fantasy (#53), fiction (#80)",read,,,,1,,,0,,,,,
13496,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,"Martin, George R.R.",,"=""0553588486""","=""9780553588484""",0,4.44,Bantam,Mass Market Paperback,835,2005,1996,,2020/11/24,"to-read, fantasy, fiction","to-read (#34), fantasy (#12), fiction (#77)",to-read,,,,0,,,0,,,,,
6294,"Howl's Moving Castle (Howl's Moving Castle, #1)",Diana Wynne Jones,"Jones, Diana Wynne",,"=""006441034X""","=""9780064410342""",0,4.25,Harper Trophy,Mass Market Paperback,329,2001,1986,,2020/11/23,"to-read, fantasy, fiction","to-read (#33), fantasy (#15), fiction (#76)",to-read,,,,0,,,0,,,,,
6644117,"The Iron King (The Iron Fey, #1)",Julie Kagawa,"Kagawa, Julie",,"=""0373210086""","=""9780373210084""",4,3.89,Harlequin Teen,Paperback,363,2010,2010,2010/09/01,2020/11/23,"fantasy, fiction","fantasy (#55), fiction (#75)",read,,,,1,,,0,,,,,
2808945,Coraline,Neil Gaiman,"Gaiman, Neil",Dave McKean,"=""0061649694""","=""9780061649691""",4,4.06,HarperEntertainment,Paperback,162,2008,2002,2010/12/01,2020/11/23,"fantasy, fiction","fantasy (#54), fiction (#74)",read,,,,1,,,0,,,,,
6752378,"City of Fallen Angels (The Mortal Instruments, #4)",Cassandra Clare,"Clare, Cassandra",,"=""1442403543""","=""9781442403543""",4,4.11,Margaret K. McElderry Books,Hardcover,425,2011,2011,2012/10/01,2020/11/23,"fantasy, fiction","fantasy (#3), fiction (#72)",read,,,,1,,,0,,,,,
1582996,"City of Ashes (The Mortal Instruments, #2)",Cassandra Clare,"Clare, Cassandra",,"=""1416914293""","=""9781416914297""",4,4.16,Margaret K. McElderry Books,Hardcover,453,2008,2008,2012/08/01,2020/11/23,"fantasy, fiction","fantasy (#23), fiction (#70)",read,,,,1,,,0,,,,,
8755776,"City of Lost Souls (The Mortal Instruments, #5)",Cassandra Clare,"Clare, Cassandra",,"=""1442416866""","=""9781442416864""",4,4.25,Margaret K. McElderry Books,Hardcover,546,2012,2012,2012/11/01,2020/11/23,"fantasy, fiction","fantasy (#6), fiction (#73)",read,,,,1,,,0,,,,,
3777732,"City of Glass (The Mortal Instruments, #3)",Cassandra Clare,"Clare, Cassandra",,"=""1416914307""","=""9781416914303""",4,4.30,Margaret K. McElderry Books,Hardcover,541,2009,2009,2012/09/01,2020/11/23,"fantasy, fiction","fantasy (#22), fiction (#71)",read,,,,1,,,0,,,,,
9409458,"Forever (The Wolves of Mercy Falls, #3)",Maggie Stiefvater,"Stiefvater, Maggie",,"=""""","=""""",3,3.89,Scholastic Press,Hardcover,390,2011,2011,2011/09/01,2020/11/23,"fantasy, fiction","fantasy (#4), fiction (#66)",read,,,,1,,,0,,,,,
